"","V1","V2","V3","V4"
"1",0.0349115944908304,0.105898023449063,0.0559430187907871,-75.4998805571308
"2",7.82944883357307e-08,0.040394024187538,0.000185552363732966,-66.164238945928
"3",0.0081443488543613,1.23309428524604e-06,6.14459263513778e-05,-39.7704464196616
"4",0.00829889537551519,0.00829889537551519,1.9649846231691e-07,-6.30050280217908
"5",0.0103520781624434,0.0103520781624434,1.93490751521974e-07,-7.69959118451174
"6",5.20266256239064e-09,0.00664873716027019,0.0156632272902353,-16.7883713092149
"7",0.000123279186909861,1.17494548242161e-05,0.466516862845972,-104.627899041505
"8",0.0267517502936576,0.0033915004229414,0.0150409945054385,-19.1386910021936
"9",0.0011517404308709,0.036986222296634,0.0206245459581858,-25.2897961985294
"10",0.00680822745944156,3.06621304555553e-06,5.91666453093609e-05,-40.4087405191372
"11",0.086424616678071,0.0813161154647122,0.0255577426261635,-70.7572631193226
"12",5.83747505316733e-09,0.0493140525970937,0.00273262341786085,-129.498986941922
"13",6.39237173618844e-05,0.00672058149579133,0.00346884225293966,-5.19581072205172
"14",0.00306104736652919,0.000414746222937524,0.00728536930166684,-8.5740760624095
"15",0.109875850472304,0.0506288369180498,0.000267454895951924,-87.8122448198111
"16",0.0652803783158614,0.0652992907891942,1.68141806318344e-05,-35.0043548035508
"17",0.0357246761449619,0.0357246761449619,1.59510233172875e-07,-21.8083313956963
"18",8.62142529072379e-09,0.0450844598964598,0.0130171570447047,-137.84135693149
"19",0.000117645287463969,1.67189349234384e-06,6.04421690917126e-05,0.806037816074519
"20",7.40404069337037e-07,0.0473021110415913,0.02375269442789,-27.8754627039495
"21",0.00180275306912766,8.50328839571387e-16,0.0146088021482673,-12.5542762363923
"22",0.00223392635236642,2.8955881220266e-05,6.87034031651157e-05,-43.7987764780307
"23",2.0182578878028e-09,0.0517726041977648,0.0262060850550028,-139.817018244956
"24",3.54794387303235e-05,9.30494454801099e-06,5.21799958507713e-05,0.831061378029511
"25",4.44150190336684e-07,7.51038377898014e-05,5.04369353621131e-05,0.83428242421344
"26",2.18175505267267e-05,0.000113755905433269,5.57467029761449e-05,-104.112578512317
"27",8.66848631647787e-05,8.66986890532696e-05,1.8825917771581e-05,0.832829568554249
"28",7.41184588910718e-05,5.37298644889365e-05,5.56162373778202e-05,-112.799358839263
"29",0.0141221116163452,4.94782112618629e-08,0.000642246420489712,-107.016829085872
"30",0.0700680628115361,0.0954884291315098,1.49887119380576e-05,-170.16092407889
"31",0.0678199271434139,0.0685347906057271,0.000357652419554752,-39.3550535387885
"32",3.05605806290033e-07,0.0564196105943448,0.0424331848898376,-47.1532848297903
"33",0.0543425376145911,3.47557363369948e-11,0.000109631548087741,-41.8999277381131
"34",1.87037306224755e-10,0.054041768265496,3.46519137920387e-05,-43.1384128909803
"35",0.0626063199103959,5.41076712670696e-10,9.05900706967833e-05,-43.4760510251693
"36",3.08048232940007e-08,0.0830529819990374,0.00041789290370986,-88.3865286530698
"37",2.90790961840805e-05,7.8524782373887e-05,4.77192532772897e-05,-119.236894437473
"38",0.0461049524150697,3.99826925636934e-08,0.023342858005429,-131.883465039759
"39",0.0352523746292355,0.0403552370927938,0.00255469512113295,-22.6060254698527
"40",0.0242014195094848,0.00223480657039905,0.0144249693817205,-16.8331977142361
"41",0.000165550060376747,0.0120232349941323,0.00594409280507689,-9.26005212359424
"42",3.82300582475739e-07,0.0671493226696844,0.0482274217233549,-51.1964494590128
"43",0.0284965545253029,1.41070629413605e-06,0.0142763714241524,-18.2963678966968
"44",0.0645675956780632,0.0678231640702964,0.0147124403648255,-48.1275617016546
"45",0.064353905049771,0.0719582137252202,0.00549833819569995,-46.8529525996458
"46",0.000148497014919396,0.011787701362103,0.00583612970243355,-9.09172213336192
"47",0.00292015276325249,0.0128072666965086,0.0189486054909541,-28.2514318045404
"48",0.0159033638530662,0.00485831991723385,0.0188094496368655,-29.1505264511299
"49",0.0302656835962406,0.0385907661290595,0.0299044465828486,-46.3624917523879
"50",0.138110415575111,0.138174042615638,0.0131227790770754,-74.773426351313
"51",0.0231466037400288,0.000202200470847388,0.0274207321865309,-37.9294587104856
"52",1.07381920062687e-07,0.061123556554852,0.0449725284627765,-48.136404283337
"53",0.0702704546651953,9.56002259907833e-09,0.0484483844854356,-46.7157692213542
"54",0.021475887370126,0.0215379564498272,3.12492212317155e-05,-13.4060513838786
"55",0.0178379870807758,0.0179301911584722,0.00141681101665263,-13.7510260362539
"56",0.0325154776107469,9.80918416715593e-05,0.00840727636161009,-121.773933140209
"57",1.53942262499876e-06,0.00918538783674765,9.14055600528263e-05,-104.662564332194
"58",0.0690341950793382,1.25238454177608e-05,0.0346862482518949,-35.0365700078034
"59",0.41091225430979,0.41091225430979,0.000107706020162968,-111.432333181146
"60",0.053430163404227,0.0535730219677075,7.20561871398659e-05,-29.4365032813531
"61",0.00705962563154513,0.0332695078680597,0.0331466188673088,-38.0529541466185
"62",1.33680492731404e-06,7.87317860235618e-05,1.06230306963218e-05,-107.684857663263
"63",6.38728818958301e-05,6.39366104849422e-05,2.55323959872381e-07,0.892198966799855
"64",0.076248147901793,4.49048944921205e-05,0.0382703137027561,-38.9643113933099
"65",0.0570915203592412,0.0587035365662099,0.000806410950829916,-32.2309102304321
"66",0.000158564886322168,0.000116802854017916,0.000137738547046462,-101.547129328709
"67",0.00131938898179292,0.00142280678917829,0.00141369465245067,-110.26312976571
"68",2.79925389286152e-06,0.000196660209960756,4.4855380939457e-05,-99.1917246601082
"69",7.85199066987676e-05,6.85558114992971e-07,4.18706516674534e-05,0.874507757165791
"70",1.51564914119732e-07,0.12100193402117,5.32206443294436e-05,-56.4090512292304
"71",1.17115042121572e-06,0.000100886067466188,0.0121514176916493,-10.0349143440173
"72",4.80150273112717e-05,2.15376172870412e-05,5.35327443808457e-05,0.837684642441313
"73",0.000156677760474629,0.0163156974137271,0.00809625557995615,-9.96780696043708
"74",0.000812241948791692,1.8967213082209e-06,0.00339818149597525,-2.62668594652392
"75",0.00554971654114057,0.00700908254370269,0.0352412616157814,-24.0390934275402
"76",0.110739622295166,0.110608316034486,1.20585496763415e-05,-101.740128575222
"77",0.000223569663111121,0.119536356699351,5.78292548722992e-05,-98.9970232789769
"78",1.228857401831e-05,1.444983501408e-05,8.38959893428809e-06,0.950336191321586
"79",1.71165454341796e-05,1.21692515304119e-05,2.23162964075416e-05,0.910359356070861
"80",5.87177130017421e-06,6.29239342931697e-05,0.0121334797547261,-10.2819756722568
"81",0.000106941328673291,1.36193628799797e-05,4.66433724405357e-05,-104.534621528325
"82",0.000120806813620326,7.9979802248354e-05,0.000103887787136658,-104.209055579953
"83",1.20938450214785e-07,0.000131078911431604,0.0121670686711014,-10.6654060042467
"84",2.66174988270635e-05,0.000148450819819855,8.63929616043979e-05,-58.1646360722081
"85",0.000236735601365268,0.000266606028698753,0.000254476374985657,-80.0151040103841
"86",0.0369722210442168,0.0369722215000874,5.8916059027303e-05,-22.0024785524146
"87",6.90925889159378e-08,0.000156727359624977,0.012180794788291,-10.5539580001526
"88",3.54118376137763e-05,4.97741023740566e-05,3.20785647672794e-05,-95.6680836349398
"89",2.05549275548167e-06,4.24329487405425e-06,0.000104323017232874,0.747792267694061
"90",3.94962825947562e-10,7.82862192244919e-09,0.00148127169966286,-1.12576964435124
"91",1.24947327667889e-09,5.37310242293355e-07,0.000165247342687357,0.654629737227568
"92",0.000813418699563538,0.000554862783224646,0.00839987348986456,-8.04661877871487
"93",2.44820344485802e-07,0.000147425047582026,6.38664152560198e-05,-110.284454875512
"94",3.15793594898501e-06,2.21582104959238e-05,3.40482357885854e-05,0.884346488357887
"95",0.000903486311047109,0.00963146678352442,3.07952282191382e-05,-38.4852248430447
"96",2.85868466145244e-05,4.67906670444708e-05,0.000159076418313012,0.593156749437735
"97",5.39394084110856e-06,1.35878104951047e-05,3.74428936029336e-05,0.876065251601412
"98",2.04741431868487e-05,1.72870024339913e-05,3.3085262787815e-05,0.881450145305958
"99",0.0107565875229992,0.0159687798423203,0.00276905246791466,-13.0449654621009
"100",4.76891948630577e-05,4.77956493113511e-05,2.99490994008697e-07,0.921220150077229
"101",0.0126798061892067,0.0134853663448354,0.0154458762749923,-24.4699482537519
"102",0.0231577658706873,0.0112050066405652,0.00598245466194154,-17.2882742307286
"103",0.0194852172909418,0.0196533435282528,0.0207938239639865,-38.8057330203743
"104",0.00826905656357968,0.00312440051823524,0.00301843218843404,-7.69370062657041
"105",0.0574789083822585,0.0573092724011542,9.93846697142841e-05,-31.1111289903637
"106",4.86985632911694e-10,0.00504411287422403,0.00361763503222754,-5.61000060890144
"107",0.0245024148112591,2.0167494760835e-09,0.0170712172148098,-22.2154757354661
"108",4.67776010739733e-09,0.0318910732009377,0.00399692667667884,-122.569712243525
"109",0.000123143434713274,0.000123145991766267,1.19291680981126e-05,0.793198621960119
"110",0.000127250847190217,1.49413476614585e-05,0.0121702556274499,-9.79892552381009
"111",0.000176193152535924,3.88683150513887e-05,0.000119256173234487,0.625110940021913
"112",0.0363589483056772,0.0363587649292526,1.16160779194407e-05,-76.6254816722117
"113",0.0616942458654342,0.0616942511190055,0.00370915572019689,-41.0463530524082
"114",0.0325990239106369,0.0326636979533301,3.72906064910403e-05,-20.0902440738964
"115",0.0265794282889335,0.026579731494644,1.41875235768474e-05,-98.4784850479717
"116",0.000118680949399846,0.00011013570621551,1.69974218599178e-05,0.804208236557416
"117",3.46820162738004e-06,2.98816922402174e-05,3.56452352386648e-05,0.883619154253586
"118",3.26000515040674e-05,9.89085927079783e-05,6.26380798585124e-05,-115.616273083692
"119",2.01644268073432e-05,3.19758980312256e-09,0.00253406502901377,-2.26239840032038
"120",1.79332657909473e-05,0.000370366197701633,0.000181283930879586,0.473221815758525
"121",8.0886608891159e-05,0.00925427019505054,0.00459392816672658,-6.90522495428637
"122",0.000275338073952553,5.19238230390365e-06,0.000146624683894028,0.610872799291831
"123",3.33626780213171e-07,1.97669845550013e-05,0.000156158612262887,0.666461594408555
"124",0.000860390942937929,5.21129857642089e-10,0.000839019169698074,-0.86410922932464
"125",0.120268736432425,0.120268736432428,1.53921504133514e-05,-150.152696068557
"126",1.55224509101818e-10,0.000129018558492516,0.000709371926498839,-0.255287469456132
"127",0.000126563742286218,1.18539501280025e-06,5.86395793313876e-05,-105.51779580195
"128",1.24657231916529e-07,0.000152145169501627,6.77875510768366e-05,-104.606510346813
"129",9.63148797490052e-05,8.91065492566786e-06,4.28039938744629e-05,-103.617470109144
"130",3.83026454521278e-06,2.6626031086381e-05,0.0322397648063167,-35.7239574704248
"131",1.02205733021847e-06,0.000111147823297252,0.0121568432747422,-10.4910186646797
"132",3.31635632128156e-07,9.84485552806368e-10,0.000951706553258054,-0.450025799804986
"133",0.0629467582229699,0.0629467582230491,2.17303059706353e-05,-126.554490117958
"134",0.0719506429869202,0.0719506429870014,1.62406237971258e-05,-132.519280017828
"135",0.0106605733420853,0.0106632564836817,1.48466133430558e-05,-103.694617360485
"136",0.000212631419091116,0.00113995901220339,1.82821412970657e-05,-96.4754231011981
"137",7.89639671133167e-05,1.05402666612501e-07,0.0210825087584736,-26.0115387804721
"138",0.000192945768737899,4.8624614868087e-05,0.000115515180710824,0.570678887425237
"139",0.0767650608307717,0.0767650608309597,2.29640701125966e-05,-137.300487978423
"140",0.0758750130792138,0.0758750130792459,1.43129318537216e-05,-137.125775427311
"141",4.40297472760223e-10,1.85271258349973e-06,0.000285661978557044,0.433760813126123
"142",1.05780373550557e-07,5.1223102185966e-10,0.00362675847485242,-3.34488896559321
"143",8.69691964759485e-05,0.0239136126805374,0.0120268700716794,-16.1695978411704
"144",6.07796340556548e-06,0.000198774706377597,0.0304167459617038,-19.6538592583992
"145",2.17418037222064e-09,0.0193379337376437,1.39972298284219e-05,-45.4079830893168
"146",6.28601307580167e-05,6.28601328204777e-05,1.17365830382481e-05,0.876337640672758
"147",7.65750020472872e-06,7.86628424078344e-05,0.0121428310591654,-10.5293275886057
"148",9.56453122571362e-07,3.84103868338895e-09,0.00250704223188103,-2.16830004774341
"149",1.51936682442344e-06,0.00023948021634716,0.0304631692792031,-19.0959320923351
"150",2.51894858092928e-07,1.76090325684505e-06,0.0214653917142509,-25.6641426871587
"151",0.00682353414373328,0.00967538173544351,0.00813626463774651,-13.874762565381
"152",0.0124183679211987,0.00709163244202283,0.00266555877946775,-10.6012728616441
"153",3.57772585290249e-05,3.57514017905752e-05,3.98184700377723e-07,0.937306691425102
"154",0.000130201421480034,0.000130201421480034,2.08872473986849e-07,0.810925535899011
"155",5.56015245166366e-08,0.000180313954368773,9.13846818092479e-05,-99.9728144862771
"156",7.23045785013613e-05,7.23325802898213e-05,2.29093551221347e-07,0.879544340213874
"157",3.74958879774547e-05,9.18801659565826e-05,6.26575154701881e-05,-114.023593477204
"158",2.57490149833227e-05,9.56728702757165e-05,4.83387976492056e-05,-109.563886897836
"159",2.14042888037826e-08,3.41880833210137e-09,0.000302654466261927,0.424609272432112
"160",0.000114657020274704,0.000114657020274704,2.08896748488813e-07,0.83483522702814
"161",0.0170701450960581,0.0171457128602762,3.96806060867275e-05,-11.3879117575879
"162",4.22312506830474e-05,4.33944421808699e-05,9.62682144687097e-07,0.936389374009417
"163",0.000123721454486992,0.000123721454486992,2.08882572597374e-07,0.839203669753838
"164",0.0145850137244042,0.0146682873703802,6.24659746409835e-05,-10.2214015810094
"165",0.0465383029629001,0.0611768167698216,0.000717360358861052,-156.804455681307
"166",0.0106170392367281,0.00748917443906256,0.00895011173791942,-13.6244919892365
